"v1.2.2","2014/08/18"
"v1.2.3","2014/08/27"
"v1.2.4","2014/08/30"
"v1.2.5","2014/09/03"
"v1.2.5.1","2014/09/04"
"v1.3.0","2014/10/14"
"v1.4.0","2014/11/07"
"v1.4.1","2014/11/10"
"v1.4.1.1","2014/11/11"
"v1.4.2","2014/11/14"
"v1.4.3","2014/11/17"
"v1.4.5","2014/11/24"
"v1.4.6","2014/11/26"
"v1.4.6.1","2014/11/27"
"v1.5.0","2014/12/11"
"v1.5.1","2014/12/14"
"v1.5.2","2014/12/15"
"v1.5.3","2015/01/06"
"v2.0","2015/04/02"
"v2.0.1","2015/04/03"
"v2.0.2","2015/04/03"
"v2.0.3","2015/04/03"
"v2.0.4","2015/04/06"
"v2.0.5","2015/04/11"
"v2.0.6","2015/04/15"
"v2.0.7","2015/04/15"
"v2.0.8","2015/04/16"
"v2.0.9","2015/04/17"
"v2.0.9.1","2015/04/17"
"v2.1.0","2015/04/19"
"v2.1.1","2015/04/19"
"v2.1.2.1","2015/04/23"
"v2.1.3","2015/04/24"
"v2.1.4","2015/04/27"
"v2.1.5","2015/04/27"
"v2.1.6","2015/04/28"
"v2.1.6.1","2015/04/29"
"v2.1.7","2015/05/22"
"v2.1.8","2015/05/25"
"v2.1.9","2015/05/26"
"v2.1.9.1","2015/05/26"
"v2.2","2015/06/14"
"v2.2.1","2015/06/21"
"v2.2.2","2015/06/28"
"v2.2.3","2015/07/19"
"v2.2.3.1","2015/07/19"
"v2.3.0","2015/08/20"
"v2.4.0","2015/09/08"
"v2.4.0.1","2015/09/10"
"v2.4.1","2015/09/17"
"v2.4.2","2015/09/20"
"v2.4.3","2015/12/10"
"v2.4.3.2","2015/12/11"
"v2.4.4","2015/12/16"
"v2.4.4.1","2015/12/18"
"v2.4.2.2","2015/12/24"
"v2.5.0.1","2015/12/27"
"v2.5.0.2","2015/12/27"
"v2.5.0.3","2015/12/27"
"v2.5.0.4","2015/12/30"
"v2.5.0.5","2015/12/31"
"v2.5.0.6","2016/01/04"
"v2.5.0.7","2016/01/05"
"v2.5.0.7.1","2016/01/05"
"v2.5.0.8","2016/01/06"
"v2.5.0.9","2016/01/06"
"v2.5.0.9.1","2016/01/07"
"v2.5.0.10","2016/01/07"
"v2.5.1","2016/01/31"
"v2.6.0","2016/02/14"
"v2.6.0.1","2016/02/14"
"v2.6.0.2","2016/02/28"
"v2.6.0.2.1","2016/02/28"
"v2.6.0.3","2016/02/28"
"v2.6.0.4","2016/03/03"
"v2.6.0.5","2016/03/09"
"v2.6.0.6","2016/03/12"
"v2.6.0.6.1","2016/03/18"
"v2.7","2016/03/18"
"v2.7.1","2016/03/23"
"v2.7.2","2016/04/01"
"v2.7.2.1","2016/04/01"
"v2.7.2.2","2016/04/20"
"Latest","2016/07/03"
