"v1.0.0","2015/04/26"
"v1.1.0","2015/05/13"
"v1.1.1","2015/05/14"
"v1.1.2","2015/05/16"
"v1.1.3","2015/05/21"
"v1.1.5","2015/05/23"
"v1.1.6","2015/05/24"
"v1.1.7","2015/05/26"
"v1.1.8","2015/05/28"
"v1.1.9","2015/05/31"
"v1.2.0","2015/06/02"
"v1.2.1","2015/06/03"
"v1.2.2","2015/06/06"
"v1.2.3","2015/06/06"
"v1.2.4","2015/06/07"
"v1.2.5","2015/06/08"
"v1.2.6","2015/06/09"
"v1.2.7","2015/06/09"
"v1.2.8","2015/06/12"
"v1.2.9","2015/06/12"
"v1.3.0","2015/06/13"
"v1.3.1","2015/06/17"
"v1.3.2","2015/06/18"
"v1.3.3","2015/06/20"
"v1.3.4","2015/06/21"
"Latest","2015/06/29"
